,ds,yhat,yhat_lower,yhat_upper
0,2022-01-01,14.95,-44.41,72.69
1,2022-01-02,15.28,-47.65,76.32
2,2022-01-03,15.12,-48.76,80.29
3,2022-01-04,15.81,-48.86,78.54
4,2022-01-05,16.92,-42.15,86.78
5,2022-01-06,18.18,-40.68,85.68
6,2022-01-07,20.11,-42.42,79.9
7,2022-01-08,22.63,-38.23,88.3
8,2022-01-09,23.94,-42.48,85.14
9,2022-01-10,23.21,-43.01,85.43
10,2022-01-11,23.99,-39.41,82.78
11,2022-01-12,25.84,-40.64,89.62
12,2022-01-13,26.63,-35.72,88.67
13,2022-01-14,28.26,-31.34,90.76
14,2022-01-15,30.6,-34.11,90.75
15,2022-01-16,31.99,-29.76,98.54
16,2022-01-17,31.17,-35.42,89.04
17,2022-01-18,31.29,-27.82,92.45
18,2022-01-19,32.07,-34.86,95.2
19,2022-01-20,33.55,-27.22,94.52
20,2022-01-21,34.76,-32.98,95.87
21,2022-01-22,36.57,-29.66,102.42
22,2022-01-23,37.75,-22.31,102.75
23,2022-01-24,35.41,-28.59,95.18
24,2022-01-25,22.58,-38.82,86.22
25,2022-01-26,21.85,-39.32,79.06
26,2022-01-27,21.43,-40.35,81.68
27,2022-01-28,25.93,-37.29,88.42
28,2022-01-29,25.37,-41.4,83.81
29,2022-01-30,23.84,-42.47,85.82
30,2022-01-31,21.46,-37.74,82.12
31,2022-02-01,20.27,-43.77,82.34
32,2022-02-02,19.8,-44.56,85.09
33,2022-02-03,19.52,-44.43,86.57
34,2022-02-04,20.35,-43.54,82.92
35,2022-02-05,22.09,-39.66,87.57
36,2022-02-06,22.19,-39.04,90.46
37,2022-02-07,19.98,-40.24,79.01
38,2022-02-08,19.21,-42.88,82.35
39,2022-02-09,19.27,-36.91,81.38
40,2022-02-10,18.53,-40.65,83.43
41,2022-02-11,20.1,-46.79,89.82
42,2022-02-12,23.86,-36.67,83.1
43,2022-02-13,25.22,-33.9,85.44
44,2022-02-14,26.4,-37.32,87.31
45,2022-02-15,26.91,-36.48,88.72
46,2022-02-16,26.15,-37.04,85.51
47,2022-02-17,26.82,-36.6,86.92
48,2022-02-18,13.09,-47.65,71.62
49,2022-02-19,14.84,-49.51,80.74
50,2022-02-20,15.55,-49.1,84.29
51,2022-02-21,14.21,-52.24,74.85
52,2022-02-22,14.0,-47.44,77.65
53,2022-02-23,15.09,-46.69,80.67
54,2022-02-24,25.5,-36.84,90.89
55,2022-02-25,28.53,-38.44,93.48
56,2022-02-26,32.29,-29.92,87.53
57,2022-02-27,33.55,-29.65,96.43
58,2022-02-28,32.17,-27.46,93.22
59,2022-03-01,31.85,-34.36,95.97
60,2022-03-02,32.72,-31.25,96.87
61,2022-03-03,33.98,-24.91,93.13
62,2022-03-04,36.69,-24.78,99.04
63,2022-03-05,40.75,-27.73,104.64
64,2022-03-06,41.85,-22.29,104.22
65,2022-03-07,39.69,-23.37,103.67
66,2022-03-08,39.51,-22.43,105.48
67,2022-03-09,40.39,-24.8,104.41
68,2022-03-10,41.42,-18.71,106.8
69,2022-03-11,43.8,-18.68,107.09
70,2022-03-12,36.93,-25.41,100.9
71,2022-03-13,38.32,-18.76,102.84
72,2022-03-14,14.52,-48.48,75.22
73,2022-03-15,13.99,-50.0,77.19
74,2022-03-16,14.57,-45.03,78.54
75,2022-03-17,15.55,-44.42,77.88
76,2022-03-18,18.92,-47.68,78.3
77,2022-03-19,23.29,-44.25,84.92
78,2022-03-20,36.19,-24.56,95.33
79,2022-03-21,33.77,-29.08,102.05
80,2022-03-22,33.67,-35.32,94.31
81,2022-03-23,34.85,-27.64,96.36
82,2022-03-24,36.92,-31.55,105.15
83,2022-03-25,42.75,-20.31,102.36
84,2022-03-26,49.0,-16.88,103.82
85,2022-03-27,50.9,-11.05,111.14
86,2022-03-28,47.79,-10.69,114.93
87,2022-03-29,48.89,-13.97,115.88
88,2022-03-30,52.05,-15.69,114.73
89,2022-03-31,53.17,-12.94,118.35
90,2022-04-01,59.8,-4.33,124.3
91,2022-04-02,66.84,3.1,122.77
92,2022-04-03,69.84,4.68,132.89
93,2022-04-04,64.88,4.48,127.18
94,2022-04-05,48.03,-13.57,108.18
95,2022-04-06,45.27,-14.55,109.62
96,2022-04-07,15.21,-46.68,78.22
97,2022-04-08,20.44,-39.27,82.07
98,2022-04-09,26.59,-40.02,85.85
99,2022-04-10,27.17,-30.98,94.46
100,2022-04-11,24.68,-35.64,86.97
101,2022-04-12,24.27,-43.55,87.06
102,2022-04-13,42.88,-18.93,109.02
103,2022-04-14,43.36,-18.21,105.08
104,2022-04-15,45.13,-14.77,107.52
105,2022-04-16,51.07,-12.62,110.67
106,2022-04-17,53.85,-9.25,117.9
107,2022-04-18,52.15,-11.65,116.04
108,2022-04-19,50.58,-11.65,116.66
109,2022-04-20,50.77,-12.07,110.17
110,2022-04-21,53.29,-4.87,120.53
111,2022-04-22,61.7,-4.12,123.56
112,2022-04-23,72.74,10.15,135.85
113,2022-04-24,74.55,9.95,138.0
114,2022-04-25,70.29,7.91,132.48
115,2022-04-26,70.27,6.5,132.81
116,2022-04-27,72.09,7.66,130.52
117,2022-04-28,76.89,14.09,141.33
118,2022-04-29,62.09,-3.6,123.2
119,2022-04-30,68.13,5.29,134.38
120,2022-05-01,30.37,-36.11,94.63
121,2022-05-02,23.49,-36.77,84.31
122,2022-05-03,22.1,-42.34,85.96
123,2022-05-04,23.67,-41.13,82.11
124,2022-05-05,26.32,-33.13,89.01
125,2022-05-06,32.53,-30.91,96.95
126,2022-05-07,62.32,-2.98,128.84
127,2022-05-08,64.58,-1.58,130.02
128,2022-05-09,60.01,1.85,124.39
129,2022-05-10,61.17,-7.18,123.99
130,2022-05-11,62.93,-1.32,127.11
131,2022-05-12,64.91,4.27,123.66
132,2022-05-13,71.26,4.89,134.43
133,2022-05-14,80.08,17.19,141.42
134,2022-05-15,83.43,18.32,143.29
135,2022-05-16,79.12,15.28,140.89
136,2022-05-17,79.91,15.18,141.26
137,2022-05-18,83.4,23.12,145.73
138,2022-05-19,86.65,17.52,152.96
139,2022-05-20,103.21,41.96,164.81
140,2022-05-21,116.83,58.16,184.89
141,2022-05-22,111.46,50.84,173.6
142,2022-05-23,74.15,13.31,139.91
143,2022-05-24,69.9,10.63,134.3
144,2022-05-25,23.35,-42.7,87.38
145,2022-05-26,26.28,-39.05,87.28
146,2022-05-27,38.13,-21.78,99.43
147,2022-05-28,49.61,-13.49,113.47
148,2022-05-29,53.23,-11.52,115.3
149,2022-05-30,46.2,-17.65,110.49
150,2022-05-31,69.38,6.74,127.96
151,2022-06-01,68.22,6.61,126.93
152,2022-06-02,66.41,4.68,131.89
153,2022-06-03,68.99,6.18,133.59
154,2022-06-04,77.78,10.47,139.19
155,2022-06-05,81.88,20.18,144.43
156,2022-06-06,73.06,11.97,137.19
157,2022-06-07,69.86,2.68,132.0
158,2022-06-08,73.0,12.98,134.83
159,2022-06-09,75.67,4.95,137.33
160,2022-06-10,78.95,11.16,142.17
161,2022-06-11,87.27,25.18,152.54
162,2022-06-12,90.21,29.5,154.18
163,2022-06-13,82.95,19.94,144.43
164,2022-06-14,82.84,17.73,148.8
165,2022-06-15,84.39,23.51,150.13
166,2022-06-16,58.45,-3.54,121.52
167,2022-06-17,65.06,3.65,128.24
168,2022-06-18,21.21,-42.93,89.77
169,2022-06-19,24.08,-40.74,88.64
170,2022-06-20,18.29,-46.97,83.2
171,2022-06-21,17.66,-45.47,80.29
172,2022-06-22,20.29,-40.75,83.47
173,2022-06-23,23.92,-37.31,90.89
174,2022-06-24,31.98,-24.72,98.14
175,2022-06-25,43.35,-21.32,105.29
176,2022-06-26,47.73,-15.08,110.07
177,2022-06-27,42.66,-22.02,104.37
178,2022-06-28,43.08,-19.67,104.51
179,2022-06-29,46.37,-18.52,110.11
180,2022-06-30,50.56,-12.02,118.44
181,2022-07-01,59.2,-4.07,126.36
182,2022-07-02,71.12,4.23,136.09
183,2022-07-03,75.66,10.86,133.54
184,2022-07-04,70.27,10.23,132.67
185,2022-07-05,70.4,4.84,133.93
186,2022-07-06,73.35,10.55,139.14
187,2022-07-07,77.08,14.7,141.55
188,2022-07-08,85.37,23.37,150.8
189,2022-07-09,97.4,34.73,158.88
190,2022-07-10,111.63,53.19,178.49
191,2022-07-11,107.26,47.26,168.53
192,2022-07-12,43.79,-19.49,106.8
193,2022-07-13,41.7,-25.28,108.89
194,2022-07-14,45.37,-12.16,110.32
195,2022-07-15,51.63,-10.14,111.85
196,2022-07-16,58.73,-2.24,122.19
197,2022-07-17,60.97,-7.1,121.79
198,2022-07-18,51.06,-7.82,114.33
199,2022-07-19,46.65,-14.19,110.93
200,2022-07-20,45.65,-19.24,110.92
201,2022-07-21,47.34,-14.47,112.56
202,2022-07-22,54.72,-8.99,117.2
203,2022-07-23,65.64,2.7,132.5
204,2022-07-24,67.17,6.66,129.77
205,2022-07-25,59.61,0.02,118.21
206,2022-07-26,59.47,-4.82,119.76
207,2022-07-27,60.75,-1.71,125.61
208,2022-07-28,62.08,-2.61,121.91
209,2022-07-29,68.0,9.39,128.96
210,2022-07-30,80.66,21.87,142.9
211,2022-07-31,104.32,39.44,171.45
212,2022-08-01,97.83,32.86,158.26
213,2022-08-02,81.26,20.83,143.71
214,2022-08-03,81.39,16.04,141.56
215,2022-08-04,83.62,22.04,149.33
216,2022-08-05,28.99,-35.31,93.25
217,2022-08-06,41.32,-19.2,104.46
218,2022-08-07,45.86,-15.3,108.16
219,2022-08-08,40.07,-26.4,104.68
220,2022-08-09,40.65,-23.3,101.77
221,2022-08-10,45.97,-22.56,111.05
222,2022-08-11,87.1,25.01,150.92
223,2022-08-12,96.3,33.7,156.07
224,2022-08-13,100.74,41.15,164.02
225,2022-08-14,104.62,39.72,169.88
226,2022-08-15,98.91,36.03,163.8
227,2022-08-16,99.05,38.82,160.36
228,2022-08-17,105.48,42.7,169.77
229,2022-08-18,105.85,45.91,164.81
230,2022-08-19,112.68,48.28,176.48
231,2022-08-20,125.02,63.12,185.93
232,2022-08-21,126.2,63.31,190.26
233,2022-08-22,121.49,60.81,186.16
234,2022-08-23,121.8,57.45,184.44
235,2022-08-24,127.21,62.54,190.49
236,2022-08-25,128.18,66.17,191.81
237,2022-08-26,134.2,69.93,198.8
238,2022-08-27,112.74,45.58,179.29
239,2022-08-28,110.29,46.6,177.15
240,2022-08-29,52.82,-9.95,117.16
241,2022-08-30,46.39,-14.16,108.73
242,2022-08-31,47.66,-15.54,114.35
243,2022-09-01,46.57,-14.32,112.8
244,2022-09-02,52.01,-11.18,112.39
245,2022-09-03,59.28,-5.27,118.91
246,2022-09-04,84.7,21.93,150.93
247,2022-09-05,77.38,19.33,139.44
248,2022-09-06,71.52,6.71,132.03
249,2022-09-07,70.0,6.56,134.09
250,2022-09-08,70.25,5.1,131.94
251,2022-09-09,74.56,10.53,138.08
252,2022-09-10,80.3,19.2,147.56
253,2022-09-11,80.98,18.88,142.15
254,2022-09-12,75.39,10.5,135.77
255,2022-09-13,74.34,15.08,134.39
256,2022-09-14,75.82,15.9,136.7
257,2022-09-15,78.66,18.5,140.26
258,2022-09-16,82.26,19.41,138.24
259,2022-09-17,88.28,24.3,146.98
260,2022-09-18,91.49,30.66,154.51
261,2022-09-19,85.56,25.7,152.69
262,2022-09-20,63.34,0.72,126.33
263,2022-09-21,64.59,5.04,125.41
264,2022-09-22,26.14,-39.45,88.4
265,2022-09-23,30.51,-28.69,93.07
266,2022-09-24,38.11,-22.23,103.77
267,2022-09-25,41.94,-15.93,105.87
268,2022-09-26,37.38,-23.7,100.39
269,2022-09-27,37.13,-27.94,97.35
270,2022-09-28,57.39,-6.25,118.0
271,2022-09-29,56.98,-2.74,122.12
272,2022-09-30,60.14,-2.67,121.25
273,2022-10-01,66.65,-0.33,125.69
274,2022-10-02,67.85,7.27,134.3
275,2022-10-03,63.44,2.64,123.79
276,2022-10-04,62.22,-1.89,123.19
277,2022-10-05,61.14,-2.01,125.87
278,2022-10-06,60.2,-8.39,115.97
279,2022-10-07,63.68,1.37,126.72
280,2022-10-08,69.12,5.84,130.45
281,2022-10-09,68.99,4.54,131.24
282,2022-10-10,65.06,0.66,124.37
283,2022-10-11,64.0,-2.59,124.55
284,2022-10-12,63.27,-2.42,125.81
285,2022-10-13,62.4,-2.03,123.18
286,2022-10-14,50.7,-9.3,111.37
287,2022-10-15,54.39,-10.86,119.53
288,2022-10-16,26.2,-36.87,89.91
289,2022-10-17,22.59,-41.23,83.89
290,2022-10-18,23.05,-40.91,84.92
291,2022-10-19,23.3,-38.82,84.1
292,2022-10-20,25.09,-35.65,88.78
293,2022-10-21,27.62,-39.35,90.92
294,2022-10-22,44.72,-16.66,109.0
295,2022-10-23,44.73,-17.39,111.76
296,2022-10-24,41.52,-21.88,104.22
297,2022-10-25,40.38,-21.62,102.42
298,2022-10-26,40.79,-25.11,107.32
299,2022-10-27,41.57,-17.6,107.69
300,2022-10-28,44.13,-17.65,110.89
301,2022-10-29,47.89,-16.65,108.95
302,2022-10-30,48.68,-12.41,109.57
303,2022-10-31,45.92,-16.65,106.79
304,2022-11-01,45.13,-19.26,107.47
305,2022-11-02,45.56,-19.09,110.79
306,2022-11-03,46.94,-12.55,105.68
307,2022-11-04,49.33,-13.15,111.89
308,2022-11-05,52.11,-9.09,115.4
309,2022-11-06,52.79,-9.5,115.11
310,2022-11-07,40.5,-20.27,100.99
311,2022-11-08,39.98,-26.14,101.16
312,2022-11-09,22.67,-42.29,86.33
313,2022-11-10,23.75,-38.33,86.55
314,2022-11-11,25.15,-47.41,84.33
315,2022-11-12,28.15,-35.85,92.59
316,2022-11-13,29.68,-34.57,91.88
317,2022-11-14,28.36,-31.75,90.13
318,2022-11-15,37.11,-21.79,105.22
319,2022-11-16,38.18,-26.36,103.43
320,2022-11-17,39.55,-16.64,103.07
321,2022-11-18,41.81,-25.05,104.1
322,2022-11-19,45.26,-12.96,114.58
323,2022-11-20,47.05,-18.25,105.32
324,2022-11-21,46.0,-9.93,109.05
325,2022-11-22,46.24,-17.62,107.58
326,2022-11-23,48.33,-15.84,111.72
327,2022-11-24,50.86,-15.82,112.75
328,2022-11-25,53.79,-13.72,115.86
329,2022-11-26,56.42,-5.46,119.6
330,2022-11-27,56.74,-4.27,117.65
331,2022-11-28,54.14,-10.83,117.15
332,2022-11-29,56.22,-5.6,115.88
333,2022-11-30,56.38,-4.64,119.97
334,2022-12-01,49.93,-14.13,111.46
335,2022-12-02,50.24,-10.02,116.18
336,2022-12-03,35.47,-31.23,100.04
337,2022-12-04,36.35,-24.74,103.78
338,2022-12-05,34.4,-26.2,93.32
339,2022-12-06,33.52,-33.25,91.41
340,2022-12-07,33.34,-30.28,97.58
341,2022-12-08,35.42,-27.62,98.83
342,2022-12-09,35.12,-30.21,96.44
343,2022-12-10,36.57,-20.19,100.45
344,2022-12-11,36.49,-23.66,99.07
345,2022-12-12,33.8,-35.1,96.99
346,2022-12-13,33.3,-27.92,96.62
347,2022-12-14,32.96,-29.37,106.39
348,2022-12-15,32.49,-31.84,93.43
349,2022-12-16,33.02,-34.48,96.56
350,2022-12-17,34.7,-27.2,96.33
351,2022-12-18,34.18,-28.12,95.7
352,2022-12-19,31.44,-29.28,95.05
353,2022-12-20,30.29,-33.02,85.86
354,2022-12-21,30.02,-34.34,92.96
355,2022-12-22,30.61,-32.9,99.37
356,2022-12-23,31.71,-29.23,96.66
357,2022-12-24,33.4,-30.59,90.74
358,2022-12-25,33.51,-33.45,99.13
359,2022-12-26,31.59,-32.38,89.35
360,2022-12-27,18.83,-43.52,84.28
361,2022-12-28,19.31,-40.12,82.78
362,2022-12-29,20.78,-40.62,88.37
363,2022-12-30,22.09,-39.64,81.69
364,2022-12-31,24.45,-36.07,87.66
365,2023-01-01,25.19,-34.82,85.47
366,2023-01-02,23.07,-42.92,80.85
367,2023-01-03,22.83,-40.96,89.01
368,2023-01-04,23.23,-44.24,88.55
369,2023-01-05,23.99,-42.05,81.32
370,2023-01-06,25.21,-36.7,88.81
371,2023-01-07,26.72,-37.75,93.86
372,2023-01-08,27.21,-31.03,92.41
373,2023-01-09,25.9,-39.23,84.6
374,2023-01-10,25.35,-42.43,87.24
375,2023-01-11,25.37,-34.14,87.29
376,2023-01-12,25.48,-32.67,89.87
377,2023-01-13,26.31,-36.87,87.26
378,2023-01-14,27.7,-33.82,94.98
379,2023-01-15,27.73,-38.65,91.11
380,2023-01-16,26.12,-36.53,92.29
381,2023-01-17,25.34,-38.42,88.16
382,2023-01-18,24.63,-38.2,84.97
383,2023-01-19,23.72,-37.34,90.99
384,2023-01-20,16.46,-47.06,77.82
385,2023-01-21,17.13,-47.85,77.54
386,2023-01-22,17.25,-50.15,83.85
387,2023-01-23,16.29,-45.33,78.95
388,2023-01-24,15.77,-41.29,77.34
389,2023-01-25,15.52,-45.75,78.57
390,2023-01-26,19.41,-44.35,78.35
391,2023-01-27,20.05,-39.57,79.4
392,2023-01-28,21.15,-41.1,85.92
393,2023-01-29,21.22,-40.16,86.69
394,2023-01-30,19.9,-42.91,84.65
395,2023-01-31,19.44,-44.97,80.72
396,2023-02-01,19.37,-38.01,83.98
397,2023-02-02,19.56,-42.45,85.85
398,2023-02-03,20.56,-38.0,82.65
399,2023-02-04,22.64,-34.77,91.27
400,2023-02-05,22.63,-43.19,87.97
401,2023-02-06,20.83,-41.35,84.07
402,2023-02-07,20.72,-41.9,91.37
403,2023-02-08,20.73,-38.19,82.13
404,2023-02-09,20.58,-41.39,85.51
405,2023-02-10,21.81,-43.23,84.3
406,2023-02-11,18.89,-47.01,83.65
407,2023-02-12,19.38,-43.95,82.18
408,2023-02-13,7.14,-54.09,65.0
409,2023-02-14,7.1,-51.48,75.29
410,2023-02-15,7.38,-56.21,74.07
411,2023-02-16,8.04,-55.73,69.87
412,2023-02-17,9.58,-51.87,72.24
413,2023-02-18,11.99,-51.88,71.18
414,2023-02-19,18.84,-46.88,78.0
415,2023-02-20,17.89,-44.67,81.68
416,2023-02-21,18.73,-43.44,76.55
417,2023-02-22,19.3,-46.06,83.61
418,2023-02-23,20.67,-46.44,79.66
419,2023-02-24,21.9,-42.17,81.89
420,2023-02-25,24.66,-37.38,90.58
421,2023-02-26,25.78,-33.58,93.44
422,2023-02-27,24.45,-40.27,93.26
423,2023-02-28,23.74,-39.73,88.24
424,2023-03-01,24.48,-36.88,80.97
425,2023-03-02,26.06,-39.4,90.51
426,2023-03-03,28.3,-33.81,91.44
427,2023-03-04,30.84,-32.06,96.76
428,2023-03-05,32.91,-28.65,91.89
429,2023-03-06,31.28,-32.19,91.0
430,2023-03-07,25.09,-40.09,86.85
431,2023-03-08,25.64,-36.88,89.26
432,2023-03-09,11.88,-54.42,76.58
433,2023-03-10,13.61,-47.72,82.59
434,2023-03-11,15.85,-48.28,77.59
435,2023-03-12,17.04,-44.74,80.28
436,2023-03-13,15.62,-46.6,82.22
437,2023-03-14,13.59,-46.68,74.93
438,2023-03-15,22.14,-38.85,84.31
439,2023-03-16,21.94,-38.86,84.18
440,2023-03-17,24.26,-37.97,86.7
441,2023-03-18,27.02,-35.44,90.2
442,2023-03-19,25.53,-35.63,90.46
443,2023-03-20,23.52,-43.09,86.29
444,2023-03-21,23.28,-46.69,81.79
445,2023-03-22,23.83,-34.13,90.3
446,2023-03-23,26.05,-38.8,85.79
447,2023-03-24,29.5,-27.85,88.23
448,2023-03-25,32.53,-29.91,97.32
449,2023-03-26,34.74,-27.39,97.68
450,2023-03-27,32.63,-33.63,89.74
451,2023-03-28,31.79,-29.45,91.41
452,2023-03-29,32.44,-27.49,97.42
453,2023-03-30,32.82,-30.93,98.21
454,2023-03-31,26.27,-33.79,88.69
455,2023-04-01,29.3,-28.23,94.41
456,2023-04-02,14.39,-41.19,77.95
457,2023-04-03,11.98,-54.87,71.79
458,2023-04-04,14.22,-46.56,77.24
459,2023-04-05,12.45,-50.55,78.31
460,2023-04-06,11.89,-56.77,74.15
461,2023-04-07,13.32,-53.71,77.08
462,2023-04-08,25.02,-33.39,86.58
463,2023-04-09,26.52,-37.69,85.14
464,2023-04-10,24.77,-35.48,89.2
465,2023-04-11,23.61,-40.96,87.78
466,2023-04-12,24.33,-34.58,88.38
467,2023-04-13,25.61,-40.8,92.99
468,2023-04-14,27.93,-32.46,92.33
469,2023-04-15,31.15,-28.89,92.7
470,2023-04-16,31.89,-27.92,93.47
471,2023-04-17,30.26,-33.06,92.82
472,2023-04-18,29.62,-34.52,94.33
473,2023-04-19,29.99,-30.42,90.8
474,2023-04-20,32.7,-28.87,94.93
475,2023-04-21,33.25,-29.76,97.98
476,2023-04-22,36.99,-22.29,98.42
477,2023-04-23,39.78,-24.69,99.82
478,2023-04-24,28.99,-28.69,91.51
479,2023-04-25,26.34,-36.85,86.55
480,2023-04-26,7.51,-61.04,67.06
481,2023-04-27,11.66,-49.5,76.98
482,2023-04-28,14.0,-51.26,79.55
483,2023-04-29,15.68,-53.51,82.83
484,2023-04-30,16.32,-51.77,84.58
485,2023-05-01,14.04,-50.21,73.27
486,2023-05-02,23.83,-45.16,92.47
487,2023-05-03,23.87,-35.68,88.88
488,2023-05-04,24.87,-40.61,84.02
489,2023-05-05,28.07,-37.5,93.75
490,2023-05-06,33.45,-27.29,95.45
491,2023-05-07,35.44,-29.16,100.43
492,2023-05-08,33.02,-31.23,93.03
493,2023-05-09,32.91,-32.98,95.39
494,2023-05-10,33.96,-31.94,99.1
495,2023-05-11,34.91,-26.57,101.01
496,2023-05-12,37.46,-20.93,105.36
497,2023-05-13,41.11,-20.44,100.61
498,2023-05-14,42.54,-20.44,106.37
499,2023-05-15,40.56,-18.1,103.63
500,2023-05-16,41.46,-25.48,102.04
501,2023-05-17,42.91,-18.3,111.11
502,2023-05-18,34.31,-20.49,100.27
503,2023-05-19,36.15,-26.57,103.07
504,2023-05-20,19.36,-37.27,84.47
505,2023-05-21,20.74,-39.78,84.4
506,2023-05-22,18.4,-46.06,78.58
507,2023-05-23,17.5,-48.77,81.96
508,2023-05-24,19.85,-42.24,79.17
509,2023-05-25,22.7,-41.27,84.77
510,2023-05-26,21.8,-40.59,83.54
511,2023-05-27,25.98,-31.93,92.83
512,2023-05-28,29.2,-34.12,93.88
513,2023-05-29,25.73,-36.68,85.72
514,2023-05-30,23.22,-38.82,87.43
515,2023-05-31,25.42,-37.98,87.42
516,2023-06-01,26.89,-36.27,90.97
517,2023-06-02,27.37,-38.27,89.26
518,2023-06-03,29.08,-40.97,87.38
519,2023-06-04,31.47,-32.27,91.79
520,2023-06-05,29.86,-32.38,94.78
521,2023-06-06,29.66,-33.19,91.86
522,2023-06-07,30.18,-33.17,89.97
523,2023-06-08,28.67,-34.44,92.61
524,2023-06-09,30.81,-29.31,92.18
525,2023-06-10,34.0,-30.04,99.98
526,2023-06-11,34.24,-24.8,96.04
527,2023-06-12,31.03,-28.59,93.82
528,2023-06-13,6.26,-58.72,66.6
529,2023-06-14,7.74,-56.23,67.67
530,2023-06-15,8.1,-57.63,67.3
531,2023-06-16,12.24,-53.08,73.63
532,2023-06-17,17.35,-41.02,81.23
533,2023-06-18,19.22,-41.3,80.76
534,2023-06-19,17.05,-50.63,80.32
535,2023-06-20,16.77,-46.02,82.62
536,2023-06-21,18.0,-45.62,80.32
537,2023-06-22,17.92,-39.46,79.23
538,2023-06-23,20.67,-43.54,81.88
539,2023-06-24,24.69,-35.4,89.41
540,2023-06-25,27.56,-36.23,89.96
541,2023-06-26,26.01,-35.88,89.93
542,2023-06-27,25.73,-37.45,94.27
543,2023-06-28,25.6,-34.46,88.42
544,2023-06-29,27.7,-36.07,91.18
545,2023-06-30,31.97,-34.0,97.64
546,2023-07-01,37.2,-29.16,95.48
547,2023-07-02,38.97,-23.47,102.37
548,2023-07-03,36.2,-25.68,99.65
549,2023-07-04,34.97,-25.2,100.32
550,2023-07-05,35.19,-27.19,97.96
551,2023-07-06,36.73,-24.16,99.77
552,2023-07-07,14.97,-45.15,78.31
553,2023-07-08,19.95,-46.99,83.35
554,2023-07-09,21.41,-41.63,85.02
555,2023-07-10,18.92,-45.73,83.34
556,2023-07-11,18.53,-44.7,75.09
557,2023-07-12,19.34,-44.98,87.35
558,2023-07-13,33.17,-31.91,96.49
559,2023-07-14,35.49,-23.06,99.81
560,2023-07-15,42.81,-22.0,105.95
561,2023-07-16,43.28,-20.36,109.35
562,2023-07-17,41.33,-25.07,104.48
563,2023-07-18,41.53,-17.72,107.78
564,2023-07-19,42.98,-18.19,106.94
565,2023-07-20,44.5,-16.75,111.02
566,2023-07-21,50.97,-9.99,114.19
567,2023-07-22,55.13,-8.9,115.52
568,2023-07-23,57.87,-6.05,118.51
569,2023-07-24,54.07,-8.75,119.79
570,2023-07-25,53.69,-5.87,116.74
571,2023-07-26,55.69,-4.65,121.29
572,2023-07-27,58.33,-2.62,116.19
573,2023-07-28,63.27,1.57,128.03
574,2023-07-29,51.8,-8.21,118.45
575,2023-07-30,54.71,-6.58,117.45
576,2023-07-31,12.38,-44.54,72.09
577,2023-08-01,11.69,-51.62,73.08
578,2023-08-02,13.33,-52.95,78.6
579,2023-08-03,16.43,-47.46,78.74
580,2023-08-04,23.5,-36.16,88.0
581,2023-08-05,33.62,-28.86,95.22
582,2023-08-06,60.82,-0.56,130.01
583,2023-08-07,60.94,1.73,126.73
584,2023-08-08,61.65,0.2,126.18
585,2023-08-09,66.99,10.47,131.26
586,2023-08-10,70.58,7.64,140.83
587,2023-08-11,76.57,14.03,138.13
588,2023-08-12,88.29,25.85,153.33
589,2023-08-13,94.58,28.6,161.36
590,2023-08-14,92.16,27.99,150.97
591,2023-08-15,96.36,28.79,154.06
592,2023-08-16,103.17,37.05,166.84
593,2023-08-17,105.83,41.29,169.42
594,2023-08-18,116.24,54.44,182.9
595,2023-08-19,130.47,64.11,191.12
596,2023-08-20,138.88,71.28,198.26
597,2023-08-21,131.26,68.53,198.09
598,2023-08-22,96.61,39.17,156.4
599,2023-08-23,95.73,35.94,157.03
600,2023-08-24,46.22,-18.29,109.65
601,2023-08-25,53.6,-9.77,114.74
602,2023-08-26,60.73,-2.0,126.79
603,2023-08-27,69.21,2.19,130.09
604,2023-08-28,60.54,0.24,120.71
605,2023-08-29,53.78,-9.94,118.29
606,2023-08-30,76.67,14.99,138.94
607,2023-08-31,80.39,13.84,147.24
608,2023-09-01,85.42,25.52,149.45
609,2023-09-02,89.8,22.51,151.38
610,2023-09-03,89.71,26.36,150.7
611,2023-09-04,81.98,17.28,147.97
612,2023-09-05,77.9,15.15,139.15
613,2023-09-06,74.88,9.58,139.76
614,2023-09-07,72.77,9.78,133.25
615,2023-09-08,76.73,9.08,140.29
616,2023-09-09,77.13,13.54,138.69
617,2023-09-10,80.43,21.97,140.72
618,2023-09-11,72.14,6.5,134.75
619,2023-09-12,69.36,8.97,129.27
620,2023-09-13,71.09,7.59,133.55
621,2023-09-14,67.67,4.57,127.48
622,2023-09-15,52.65,-11.65,111.69
623,2023-09-16,58.0,0.51,119.04
624,2023-09-17,28.06,-35.67,89.26
625,2023-09-18,24.1,-41.19,85.51
626,2023-09-19,23.02,-38.22,81.33
627,2023-09-20,21.74,-37.41,88.36
628,2023-09-21,22.53,-37.35,86.01
629,2023-09-22,24.24,-35.85,90.84
630,2023-09-23,40.33,-23.19,101.9
631,2023-09-24,40.29,-23.71,100.31
632,2023-09-25,37.39,-22.13,104.43
633,2023-09-26,36.88,-27.54,98.28
634,2023-09-27,37.43,-23.37,107.23
635,2023-09-28,38.04,-24.36,100.49
636,2023-09-29,41.59,-24.57,105.4
637,2023-09-30,46.11,-17.63,108.7
638,2023-10-01,46.82,-16.44,107.08
639,2023-10-02,44.27,-19.66,108.54
640,2023-10-03,43.43,-14.54,104.72
